216,684,28,9
217,629,3,5
218,173,12,8
219,577,9,9
220,203,28,8
221,984,7,2
222,931,15,2
223,17,8,3
224,462,12,7
225,88,27,9
226,777,29,5
227,57,9,8
228,159,24,10
229,313,6,5
230,897,17,10
231,372,1,9
232,2,26,10
233,573,28,4
234,566,16,1
235,462,5,1
236,545,16,5
237,196,14,6
238,83,25,1
239,211,16,9
240,173,10,2
241,470,5,9
242,786,14,9
243,469,1,10
244,820,3,1
245,738,29,5
246,553,27,5
247,527,9,10
248,658,3,4
249,198,18,8
250,426,15,6
251,548,7,7
252,762,13,3
253,82,11,1
254,165,4,10
255,210,29,6
256,734,13,7
257,949,21,7
258,335,2,4
259,438,1,9
260,137,5,4
261,679,1,4
262,90,18,10
263,478,9,5
264,210,11,1
265,573,8,10
266,724,14,5
267,692,11,4
268,753,11,3
269,452,5,6
270,968,1,10
271,155,17,6
272,457,15,6
273,933,28,8
274,566,6,2
275,720,8,3
276,607,9,7
277,748,23,5
278,489,3,2
279,269,22,10
280,675,9,10
281,744,5,8
282,247,6,5
283,562,7,10
284,844,12,10
285,957,1,10
286,725,24,8
287,687,3,4
288,464,14,3
289,75,18,10
290,439,25,10
291,428,29,5
292,213,27,3
293,324,25,9
294,834,7,9
295,150,18,5
296,714,1,2
297,893,3,9
298,155,23,5
299,901,16,3
300,721,3,1
301,640,17,7
302,54,6,1
303,897,26,8
304,422,17,5
305,144,28,4
306,134,21,1
307,570,9,5
308,533,24,1
309,925,4,5
310,853,27,3
311,871,14,2
312,165,2,2
313,904,29,3
314,799,28,3
315,530,12,3
316,293,28,5
317,886,16,8
318,680,25,8
319,667,15,10
320,465,6,4
321,702,3,10
322,407,14,10
323,33,19,9
324,214,25,9
325,431,7,2
326,703,17,5
327,447,14,5
328,872,13,4
329,54,28,1
330,927,10,8
331,841,11,6
332,681,16,10
333,224,25,4
334,5,26,4
335,902,15,4
336,291,8,7
337,317,5,10
338,566,15,5
339,49,22,9
340,330,18,7
341,938,8,10
342,521,3,2
343,839,22,9
344,695,7,10
345,255,27,6
346,486,29,4
347,45,21,7
348,624,12,4
349,264,7,1
350,665,18,4
351,374,13,4
352,144,8,1
353,707,20,4
354,937,4,10
355,63,21,8
356,645,11,8
357,983,13,8
358,947,13,7
359,841,22,6
360,392,28,10
361,29,22,4
362,934,15,4
363,152,16,6
364,596,29,4
365,421,22,10
366,949,14,8
367,949,17,3
368,633,22,3
369,36,26,7
370,29,10,8
371,72,19,10
372,158,15,4
373,128,10,2
374,327,9,8
375,468,1,7
376,715,9,3
377,670,4,5
378,564,5,6
379,696,12,4
380,240,9,1
381,433,20,5
382,899,10,9
383,484,8,4
384,531,9,10
385,891,27,3
386,209,17,7
387,825,26,8
388,715,6,5
389,776,22,8
390,592,13,4
391,333,17,7
392,477,7,3
393,302,13,1
394,571,13,8
395,587,25,7
396,136,13,2
397,977,21,4
398,661,10,9
399,827,22,2
400,497,19,4
401,693,8,6
402,852,8,5
403,205,3,4
404,801,29,10
405,975,11,10
406,895,24,2
407,698,22,5
408,726,29,7
409,499,9,8
410,464,12,5
411,2,22,3
412,700,26,7
413,682,5,2
414,958,15,1
415,206,25,1
416,6,21,9
417,876,26,9
418,96,16,1
419,52,29,4
420,824,1,6
421,17,28,3
422,755,26,3
423,500,13,8
424,233,25,9
425,25,16,7
426,793,8,2
427,962,1,1
428,401,5,7
429,687,29,2
430,374,29,10
431,66,10,9
432,323,2,7
433,352,23,7
434,36,15,6
435,629,17,4
436,37,18,9
437,474,27,8
438,157,23,5
439,327,15,9
440,237,25,8
441,844,6,6
442,423,8,3
443,476,9,10
444,6,12,1
445,143,20,8
446,547,1,3
447,929,20,4
448,909,8,7
449,572,1,5
450,967,14,3
451,719,3,7
452,250,18,2
453,730,20,3
454,47,4,4
455,749,13,10
456,203,2,7
457,172,4,3
458,622,20,5
459,819,1,4
460,93,16,9
461,343,25,1
462,536,29,4
463,81,15,7
464,700,25,1
465,482,24,7
466,654,1,3
467,718,27,2
468,556,13,7
469,484,21,3
470,492,21,5
471,886,23,10
472,968,25,3
473,533,29,4
474,643,28,7
475,775,20,8
476,619,12,3
477,150,2,10
478,900,2,6
479,915,10,7
480,749,6,1
481,170,10,4
482,29,28,8
483,802,27,10
484,621,29,4
485,690,6,2
486,677,10,7
487,424,27,9
488,716,20,1
489,459,3,10
490,67,24,9
491,804,3,8
492,56,2,10
493,869,19,5
494,618,12,3
495,797,10,7
496,900,20,8
497,174,19,6
498,456,4,9
499,763,7,1
500,969,18,10
501,446,3,9
502,781,10,8
503,415,12,3
504,878,21,7
505,938,5,10
506,42,18,1
507,994,9,7
508,57,8,7
509,368,7,3
510,986,26,10
511,1,21,5
512,947,25,10
513,764,8,4
514,630,18,5
515,730,15,9
516,648,6,6
517,231,5,5
518,338,6,3
519,308,1,8
520,269,20,3
521,993,15,3
522,924,15,3
523,707,16,8
524,423,19,10
525,383,19,5
526,880,6,7
527,806,1,10
528,961,17,10
529,638,8,5
530,374,19,10
531,431,10,2
532,702,3,7
533,443,24,3
534,154,1,7
535,824,17,9
536,714,12,4
537,897,25,5
538,167,19,4
539,568,24,10
540,949,12,3
541,867,1,6
542,742,11,10
543,263,29,10
544,455,28,6
545,747,14,9
546,548,11,8
547,34,21,9
548,102,22,2
549,545,11,4
550,71,5,3
551,422,9,8
552,140,23,5
553,644,5,9
554,749,6,1
555,185,29,9
556,396,13,8
557,714,7,9
558,256,12,3
559,688,7,5
560,290,15,5
561,760,12,2
562,334,17,4
563,543,11,9
564,92,3,1
565,832,22,2
566,496,2,9
567,592,7,4
568,257,20,4
569,580,3,8
570,151,2,3
571,945,25,1
572,422,23,6
573,116,13,1
574,769,12,2
575,557,10,5
576,264,29,4
577,290,14,3
578,473,20,9
579,379,10,6
580,375,24,7
581,420,16,10
582,268,27,7
583,955,2,9
584,220,20,6
585,13,15,5
586,648,5,3
587,180,9,6
588,14,16,9
589,603,24,9
590,664,28,2
591,667,29,9
592,508,29,4
593,321,3,6
594,396,16,5
595,834,8,2
596,60,7,1
597,826,22,2
598,110,15,9
599,873,16,7
600,633,12,10
601,742,3,1
602,725,1,2
603,997,5,10
604,788,21,10
605,656,19,10
606,485,11,6
607,733,3,5
608,534,6,4
609,672,17,8
610,183,4,4
611,813,8,10
612,176,27,6
613,655,14,8
614,922,2,10
615,53,16,3
616,934,3,2
617,626,24,4
618,757,7,8
619,502,2,2
620,545,5,7
621,694,18,8
622,734,10,7
623,917,23,9
624,900,23,6
625,639,7,7
626,498,24,4
627,848,17,4
628,145,25,4
629,839,11,8
630,221,6,1
631,506,9,8
632,281,15,7
633,404,16,5
634,738,8,9
635,559,6,4
636,909,12,6
637,125,6,5
638,78,14,9
639,122,6,4
640,728,24,6
641,792,21,7
642,687,24,10
643,741,13,6
644,372,20,10
645,969,21,5
646,693,24,8
647,306,1,8
648,880,17,10
649,153,10,1
650,846,26,3
651,10,15,8
652,351,6,7
653,87,6,7
654,887,11,10
655,489,1,2
656,334,22,8
657,709,17,1
658,516,28,1
659,7,18,6
660,786,21,7
661,744,23,5
662,575,29,3
663,527,21,7
664,226,14,10
665,181,18,10
666,688,6,3
667,167,15,3
668,403,1,10
669,549,8,6
670,768,15,6
671,102,10,5
672,775,24,4
673,282,19,9
674,488,15,10
675,19,7,9
676,755,3,5
677,230,26,8
678,305,1,7
679,763,22,4
680,187,12,7
681,277,4,9
682,371,18,5
683,485,6,4
684,895,16,1
685,225,19,8
686,373,28,8
687,442,13,3
688,111,4,7
689,444,10,4
690,289,25,10
691,226,28,4
692,25,21,7
693,910,25,10
694,838,27,1
695,517,20,8
696,545,7,4
697,293,24,9
698,550,28,6
699,542,19,5
700,671,10,8
701,132,16,1
702,536,28,1
703,882,17,7
704,695,6,4
705,297,23,2
706,113,24,6
707,473,22,5
708,576,26,5
709,22,28,3
710,838,16,9
711,353,22,9
712,496,9,2
713,818,5,3
714,871,29,9
715,709,8,5
716,402,6,4
717,369,18,10
718,998,16,10
719,561,9,3
720,427,21,8
721,900,16,5
722,474,20,3
723,50,7,5
724,155,13,5
725,858,21,7
726,466,5,4
727,423,13,2
728,935,24,6
729,832,29,6
730,167,24,8
731,562,27,7
732,483,5,6
733,85,28,3
734,714,14,10
735,107,15,7
736,653,25,1
737,306,17,4
738,234,24,10
739,658,26,2
740,486,10,7
741,822,17,2
742,155,8,10
743,188,11,3
744,448,17,1
745,409,10,1
746,34,3,8
747,331,23,6
748,776,26,4
749,758,10,3
750,96,5,2
751,163,2,9
752,871,26,1
753,324,19,6
754,44,26,3
755,685,15,9
756,884,1,5
757,984,6,7
758,646,5,5
759,53,27,10
760,103,1,2
761,596,1,1
762,794,15,8
763,874,2,5
764,368,8,5
765,388,1,9
766,618,18,9
767,770,12,2
768,655,5,3
769,947,11,3
770,544,12,4
771,88,14,1
772,617,20,3
773,375,13,2
774,563,29,8
775,732,10,7
776,596,28,10
777,500,8,2
778,599,16,9
779,723,29,8
780,503,24,6
781,564,28,9
782,896,20,6
783,785,3,9
784,994,25,5
785,46,21,8
786,516,13,3
787,900,10,5
788,713,25,8
789,370,18,6
790,728,8,3
791,833,26,1
792,163,10,2
793,687,15,6
794,406,25,9
795,940,16,2
796,899,8,7
797,662,15,6
798,192,1,10
799,339,23,4
800,424,1,10
801,971,21,7
802,497,24,9
803,872,26,1
804,918,25,1
805,776,19,5
806,427,13,7
807,155,21,3
808,848,15,10
809,935,23,5
810,381,13,3
811,796,21,8
812,184,11,10
813,859,11,9
814,894,26,4
815,84,16,2
816,203,23,4
817,978,1,3
818,175,17,9
819,94,27,4
820,74,13,8
821,82,21,8
822,884,13,9
823,328,25,10
824,995,6,2
825,598,17,7
826,290,2,2
827,630,24,10
828,965,24,5
829,858,9,9
830,1,6,2
831,638,29,2
832,249,19,5
833,896,1,2
834,769,10,6
835,396,12,4
836,822,25,2
837,318,15,7
838,967,5,7
839,765,23,5
840,496,12,3
841,785,25,5
842,686,24,3
843,19,9,1
844,682,4,2
845,730,22,5
846,550,29,5
847,89,3,4
848,778,11,10
849,384,10,4
850,329,29,2
851,554,24,5
852,672,17,10
853,207,24,8
854,642,16,6
855,738,9,8
856,490,19,5
857,323,16,3
858,587,4,9
859,163,23,4
860,537,5,9
861,758,26,3
862,298,3,5
863,488,22,5
864,282,21,5
865,152,6,6
866,247,13,6
867,389,25,6
868,225,12,5
869,172,18,6
870,14,6,9
871,408,1,2
872,96,18,4
873,538,4,3
874,995,12,8
875,568,11,6
876,338,9,4
877,591,23,1
878,307,10,6
879,688,13,2
880,69,24,6
881,985,9,4
882,783,20,3
883,643,12,9
884,979,13,9
885,284,17,1
886,637,27,3
887,493,8,2
888,668,7,2
889,981,21,8
890,674,16,2
891,941,6,3
892,206,16,6
893,187,25,10
894,932,24,1
895,194,27,8
896,654,5,9
897,862,28,7
898,22,13,1
899,244,23,2
900,614,29,1
901,98,19,7
902,902,5,9
903,282,18,1
904,169,12,8
905,508,10,3
906,274,1,4
907,756,27,5
908,745,10,1
909,420,28,7
910,564,27,9
911,411,15,10
912,872,8,2
913,59,3,3
914,369,7,5
915,30,16,7
916,150,21,2
917,92,14,3
918,412,7,3
919,240,24,1
920,725,12,3
921,494,2,10
922,154,15,3
923,418,14,7
924,639,27,9
925,719,23,2
926,171,28,8
927,616,28,7
928,34,2,10
929,108,4,4
930,291,9,2
931,29,28,8
932,734,12,6
933,686,12,4
934,523,13,7
935,991,23,9
936,132,26,7
937,667,11,6
938,958,26,4
939,205,3,5
940,877,15,4
941,666,27,1
942,921,9,5
943,720,9,1
944,368,3,7
945,140,5,3
946,544,4,5
947,716,24,10
948,877,19,8
949,303,6,7
950,599,28,8
951,587,20,6
952,999,25,7
953,873,1,1
954,684,19,9
955,975,6,10
956,346,29,4
957,112,19,6
958,392,20,3
959,141,23,9
960,43,19,5
961,461,15,6
962,483,3,7
963,726,18,10
964,634,24,7
965,437,2,10
966,728,3,7
967,730,28,1
968,411,2,3
969,510,11,1
970,942,27,2
971,138,29,4
972,127,16,3
973,756,2,6
974,574,14,4
975,424,4,9
976,442,29,2
977,12,6,7
978,518,2,5
979,936,14,4
980,837,20,3
981,933,2,1
982,784,1,3
983,105,7,8
984,185,5,1
985,975,2,1
986,933,24,4
987,234,29,4
988,714,1,4
989,268,19,8
990,986,10,10
991,337,15,1
992,843,14,6
993,801,12,7
994,826,6,6
995,997,13,9
996,73,27,2
997,461,2,5
998,876,3,9
999,164,13,1
1000,204,27,9
1001,655,28,6
1002,603,4,5
1003,996,6,2
1004,911,9,8
1005,863,8,9
1006,559,4,5
1007,75,5,10
1008,626,1,2
1009,174,22,7
1010,413,5,6
1011,94,8,5
1012,97,4,5
1013,115,12,3
1014,743,28,6
1015,167,25,5
1016,151,13,6
1017,964,29,4
1018,172,1,10
1019,785,17,2
1020,108,27,7
1021,38,22,1
1022,89,7,4
1023,760,10,3
1024,774,22,2
1025,496,24,7
1026,919,6,1
1027,158,13,5
1028,998,21,3
1029,219,28,10
1030,484,28,4
1031,621,22,2
1032,350,11,8
1033,237,2,7
1034,418,20,1
1035,221,20,1
1036,504,25,6
1037,786,9,1
1038,423,15,5
1039,823,12,9
1040,392,1,3
1041,912,29,7
1042,383,1,7
1043,166,4,6
1044,890,24,3
1045,776,4,4
1046,762,25,8
1047,250,5,5
1048,345,18,7
1049,379,13,10
1050,480,17,9
1051,219,8,4
1052,388,22,6
1053,76,5,8
1054,67,25,6
1055,737,6,6
1056,527,12,6
1057,177,8,7
1058,985,29,8
1059,8,22,7
1060,619,9,1
1061,93,17,9
1062,696,10,5
1063,658,2,5
1064,38,18,5
1065,360,3,8
1066,145,14,10
1067,681,26,2
1068,68,22,9
1069,595,12,7
1070,837,10,10
1071,864,26,3
1072,599,6,1
1073,70,3,8
1074,978,7,2
1075,142,1,1
1076,301,23,2
1077,418,24,5
1078,526,3,9
1079,129,22,9
1080,572,23,3
1081,455,22,5
1082,127,12,6
1083,893,25,4
1084,72,13,4
1085,188,17,10
1086,829,2,8
1087,276,11,3
1088,43,9,10
1089,398,1,10
1090,568,24,4
1091,246,24,2
1092,969,22,3
1093,632,24,4
1094,417,7,2
1095,777,29,6
1096,159,6,1
1097,771,4,10
1098,604,21,3
1099,464,27,9
1100,147,17,2
1101,903,25,7
1102,79,5,6
1103,601,3,5
1104,367,4,9
1105,52,24,10
1106,263,1,8
1107,403,29,8
1108,80,23,2
1109,992,22,1
1110,252,27,7
1111,147,7,2
1112,454,17,1
1113,927,1,4
1114,711,7,8
1115,230,4,5
1116,691,19,6
1117,578,9,3
1118,990,16,8
1119,455,21,8
1120,985,29,3
1121,203,15,1
1122,703,10,8
1123,744,20,2
1124,223,22,9
1125,26,24,5
1126,565,11,7
1127,507,10,8
1128,685,23,3
1129,667,11,7
1130,556,8,7
1131,284,6,2
1132,588,6,9
1133,30,12,6
1134,737,29,4
1135,448,29,8
1136,58,10,9
1137,993,16,1
1138,753,12,5
1139,982,27,8
1140,576,21,3
1141,95,15,1
1142,115,10,9
1143,986,20,8
1144,986,3,5
1145,33,20,8
1146,494,8,5
1147,885,16,3
1148,683,20,7
1149,146,8,2
1150,767,11,7
1151,658,17,8
1152,444,3,8
1153,706,18,4
1154,150,5,1
1155,909,12,3
1156,588,29,7
1157,777,2,10
1158,180,7,7
1159,626,8,4
1160,228,15,4
1161,695,3,2
1162,750,15,6
1163,669,26,4
1164,374,26,1
1165,147,29,4
1166,908,26,6
1167,496,25,9
1168,996,9,9
1169,370,9,10
1170,451,23,2
1171,400,7,1
1172,127,5,1
1173,434,14,3
1174,494,4,10
1175,680,25,3
1176,813,7,2
1177,13,15,7
1178,603,21,7
1179,195,12,9
1180,262,21,3
1181,252,17,1
1182,156,6,2
1183,122,29,4
1184,763,22,6
1185,342,16,7
1186,799,16,1
1187,137,21,3
1188,283,22,6
1189,147,12,10
1190,225,16,2
1191,129,1,9
1192,485,29,7
1193,968,11,6
1194,507,8,10
1195,803,6,5
1196,581,24,8
1197,92,10,9
1198,316,15,2
1199,654,1,3
1200,615,21,7
1201,929,7,1
1202,393,28,9
1203,314,5,5
1204,736,22,9
1205,552,22,8
1206,256,7,9
1207,852,22,5
1208,749,4,7
1209,211,14,2
1210,614,4,5
1211,139,23,5
1212,231,20,1
1213,493,8,4
1214,430,18,1
1215,497,5,10
1216,941,21,4
1217,766,16,10
1218,469,27,7
1219,690,29,1
1220,791,5,8
1221,885,5,7
1222,613,2,7
1223,640,5,10
1224,843,16,6
1225,329,13,4
1226,141,6,9
1227,918,8,3
1228,780,5,10
1229,603,23,8
1230,756,12,6
1231,171,13,8
1232,523,17,9
1233,659,2,5
1234,813,26,10
1235,759,3,3
1236,69,26,4
1237,962,15,9
1238,656,19,5
1239,342,28,5
1240,961,14,3
1241,90,17,6
1242,592,14,6
1243,336,16,7
1244,547,5,3
1245,627,16,7
1246,708,28,9
1247,583,22,1
1248,632,4,7
1249,325,22,10
1250,943,26,9
1251,387,16,4
1252,681,15,8
1253,813,29,4
1254,185,15,5
1255,732,29,2
1256,194,7,3
1257,835,26,2
1258,894,28,4
1259,372,14,9
1260,198,22,5
1261,441,13,4
1262,453,27,10
1263,863,20,9
1264,577,6,1
1265,829,29,2
1266,250,21,10
1267,833,3,9
1268,883,7,4
1269,730,16,10
1270,224,11,10
1271,429,25,6
1272,764,25,5
1273,210,17,1
1274,296,9,1
1275,678,14,9
1276,857,23,9
1277,874,6,4
1278,892,29,10
1279,333,4,7
1280,737,8,5
1281,94,21,5
1282,103,13,8
1283,685,16,7
1284,218,9,6
1285,584,15,5
1286,680,20,1
1287,823,2,7
1288,520,9,4
1289,961,12,3
1290,635,29,8
1291,130,21,3
1292,146,5,5
1293,703,27,5
1294,161,10,4
1295,694,1,7
1296,102,12,5
1297,771,4,6
1298,926,5,8
1299,153,29,6
1300,784,10,4
1301,916,22,7
1302,683,10,6
1303,701,25,4
1304,49,5,10
1305,792,20,10
1306,4,4,1
1307,147,9,10
1308,189,28,3
1309,363,21,9
1310,93,9,7
1311,787,20,8
1312,13,26,1
1313,379,17,1
1314,30,2,1
1315,45,20,2
1316,527,15,10
1317,997,19,1
1318,342,1,1
1319,317,5,5
1320,549,20,1
1321,151,5,10
1322,324,20,8
1323,622,6,5
1324,248,11,2
1325,33,11,10
1326,653,16,6
1327,143,23,8
1328,82,17,10
1329,396,6,7
1330,248,22,5
1331,62,26,4
1332,115,7,5
1333,699,12,2
1334,208,7,9
1335,477,22,7
1336,61,13,2
1337,466,23,8
1338,132,6,5
1339,98,29,1
1340,405,24,6
1341,80,29,3
1342,26,3,7
1343,678,7,7
1344,159,10,1
1345,88,24,9
1346,902,20,1
1347,402,12,3
1348,539,2,5
1349,183,24,10
1350,202,8,5
1351,821,28,6
1352,511,14,6
1353,61,14,10
1354,874,15,6
1355,299,15,9
1356,563,5,9
1357,233,5,1
1358,598,24,8
1359,58,3,10
1360,565,16,9
1361,130,27,4
1362,753,10,7
1363,758,9,7
1364,387,26,3
1365,798,26,2
1366,295,14,9
1367,13,1,1
1368,294,4,6
1369,116,11,1
1370,234,15,6
1371,911,14,4
1372,331,14,3
1373,286,1,5
1374,784,16,10
1375,250,3,1
1376,863,23,2
1377,265,29,4
1378,661,14,8
1379,293,14,3
1380,326,10,5
1381,544,28,1
1382,246,17,5
1383,80,18,5
1384,508,23,9
1385,144,14,2
1386,494,21,8
1387,252,26,9
1388,71,15,10
1389,662,3,2
1390,530,4,7
1391,192,24,7
1392,260,13,7
1393,480,11,5
1394,683,6,10
1395,912,8,10
1396,642,28,3
1397,149,22,5
1398,87,5,3
1399,417,1,6
1400,915,22,1
1401,354,26,1
1402,545,26,1
1403,338,6,1
1404,346,16,1
1405,265,3,4
1406,988,16,7
1407,572,13,5
1408,929,4,2
1409,300,25,9
1410,20,29,7
1411,4,19,6
1412,887,10,1
1413,130,24,10
1414,10,26,9
1415,718,17,2
1416,956,14,8
1417,428,9,8
1418,500,24,3
1419,261,21,5
1420,998,27,8
1421,695,5,4
1422,201,21,3
1423,539,3,8
1424,546,13,2
1425,677,16,6
1426,548,22,10
1427,165,27,9
1428,224,21,3
1429,237,16,6
1430,573,19,8
1431,378,15,5
1432,732,15,9
1433,226,16,5
1434,58,26,4
1435,249,11,1
1436,995,7,1
1437,94,26,5
1438,327,22,2
1439,508,10,4
1440,677,26,1
1441,458,22,3
1442,835,1,2
1443,295,25,5
1444,257,25,3
1445,91,16,1
1446,887,20,7
1447,906,27,2
1448,315,28,1
1449,49,14,8
1450,931,17,6
1451,849,11,2
1452,900,7,9
1453,152,4,3
1454,273,23,8
1455,167,5,7
1456,594,27,6
1457,107,15,5
1458,35,7,2
1459,284,25,3
1460,107,2,10
1461,902,1,5
1462,289,20,6
1463,413,23,4
1464,528,18,2
1465,731,9,5
1466,511,14,2
1467,630,9,2
1468,349,13,7
1469,708,1,3
1470,738,27,8
1471,37,9,10
1472,9,14,9
1473,313,24,5
1474,548,25,8
1475,67,8,2
1476,612,29,3
1477,393,24,1
1478,332,25,1
1479,623,12,1
1480,377,19,7
1481,907,20,10
1482,27,4,6
1483,4,7,3
1484,950,5,1
1485,160,17,3
1486,502,1,9
1487,672,23,7
1488,933,21,3
1489,918,3,2
1490,997,2,10
1491,74,23,4
1492,707,12,4
1493,218,9,7
1494,907,7,6
1495,315,11,3
1496,412,13,4
1497,909,20,7
1498,372,17,3
1499,192,15,5
1500,49,9,6
1501,908,10,6
1502,884,9,1
1503,476,11,4
1504,907,15,7
1505,81,22,1
1506,429,23,6
1507,51,8,6
1508,424,29,9
1509,427,9,6
1510,824,6,7
1511,118,21,6
1512,173,12,9
1513,237,20,5
1514,808,4,7
1515,690,26,6
1516,541,15,6
1517,89,3,2
1518,208,6,7
1519,587,10,8
1520,779,18,5
1521,182,22,2
1522,221,21,4
1523,554,25,1
1524,576,21,5
1525,792,6,9
1526,157,24,7
1527,213,12,10
1528,614,23,10
1529,92,13,7
1530,773,7,7
1531,477,14,6
1532,198,25,7
1533,711,14,6
1534,316,13,3
1535,914,27,5
1536,433,4,3
1537,167,20,3
1538,612,25,9
1539,283,15,10
1540,191,25,1
1541,788,14,5
1542,535,14,4
1543,834,19,2
1544,42,19,10
1545,390,27,9
1546,592,5,1
1547,851,7,1
1548,88,27,1
1549,953,4,5
1550,391,23,1
1551,940,17,9
1552,428,4,8
1553,498,12,8
1554,350,4,8
1555,859,29,4
1556,437,11,8
1557,113,17,9
1558,358,7,10
1559,914,10,8
1560,208,9,4
1561,262,18,3
1562,954,11,10
1563,427,4,9
1564,636,3,7
1565,984,25,1
1566,309,16,10
1567,860,11,3
1568,489,3,7
1569,241,25,4
1570,903,3,4
1571,176,3,6
1572,295,8,4
1573,316,7,10
1574,55,10,6
1575,770,17,10
1576,304,26,1
1577,404,10,9
1578,238,29,8
1579,350,24,10
1580,875,17,8
1581,835,22,2
1582,666,11,8
1583,593,3,8
1584,356,24,7
1585,512,3,5
1586,154,2,9
1587,24,14,6
1588,104,10,10
1589,35,27,4
1590,628,13,3
1591,503,14,4
1592,916,13,1
1593,329,8,8
1594,903,2,10
1595,963,19,3
1596,389,11,2
1597,267,23,1
1598,274,20,1
1599,346,15,2
1600,471,14,8
1601,675,16,2
1602,960,9,3
1603,800,24,2
1604,845,17,3
1605,619,28,4
1606,820,21,1
1607,838,14,4
1608,665,14,2
1609,29,3,4
1610,855,5,5
1611,914,3,8
1612,418,23,2
1613,780,22,4
1614,174,18,4
1615,664,15,3
1616,288,3,10
1617,953,5,4
1618,217,25,5
1619,493,26,6
1620,291,4,3
1621,107,4,6
1622,373,22,8
1623,42,29,4
1624,158,20,5
1625,236,8,8
1626,620,19,5
1627,491,10,10
1628,505,1,10
1629,225,21,4
1630,487,16,6
1631,328,7,10
1632,264,12,8
1633,486,3,10
1634,505,8,5
1635,627,10,6
1636,116,3,8
1637,230,17,3
1638,511,27,5
1639,642,27,6
1640,419,27,3
1641,462,20,9
1642,777,19,7
1643,123,2,2
1644,20,17,5
1645,835,1,4
1646,531,13,9
1647,345,12,3
1648,407,17,6
1649,110,23,6
1650,293,6,6
1651,833,8,2
1652,533,15,8
1653,447,14,9
1654,892,3,5
1655,244,3,9
1656,102,12,8
1657,373,4,8
1658,59,4,4
1659,761,22,3
1660,739,25,10
1661,518,26,3
1662,195,13,3
1663,90,29,4
1664,841,23,7
1665,487,18,6
1666,868,6,8
